Health: 295; Armor: 0; MR: 0; Gold: 790
Health: 1595; Armor: 0; MR: 39; Gold: 4970
Health: 1598; Armor: 0; MR: 39; Gold: 4980
Health: 1600; Armor: 0; MR: 39; Gold: 4990
Health: 1603; Armor: 0; MR: 39; Gold: 5000
Health: 1606; Armor: 0; MR: 40; Gold: 5010
Health: 1608; Armor: 0; MR: 40; Gold: 5020
Health: 1611; Armor: 0; MR: 40; Gold: 5030
Health: 1614; Armor: 0; MR: 40; Gold: 5040
Health: 1616; Armor: 0; MR: 40; Gold: 5050
Health: 1619; Armor: 0; MR: 40; Gold: 5060
Health: 1621; Armor: 0; MR: 41; Gold: 5070
Health: 1624; Armor: 0; MR: 41; Gold: 5080
Health: 1627; Armor: 0; MR: 41; Gold: 5090
Health: 1629; Armor: 0; MR: 41; Gold: 5100
Health: 1632; Armor: 0; MR: 41; Gold: 5110
Health: 1635; Armor: 0; MR: 41; Gold: 5120
Health: 1637; Armor: 0; MR: 42; Gold: 5130
Health: 1640; Armor: 0; MR: 42; Gold: 5140
Health: 1643; Armor: 0; MR: 42; Gold: 5150
Health: 1645; Armor: 0; MR: 42; Gold: 5160
Health: 1648; Armor: 0; MR: 42; Gold: 5170
Health: 1651; Armor: 0; MR: 42; Gold: 5180
Health: 1653; Armor: 0; MR: 43; Gold: 5190
Health: 1656; Armor: 0; MR: 43; Gold: 5200
Health: 1659; Armor: 0; MR: 43; Gold: 5210
Health: 1661; Armor: 0; MR: 43; Gold: 5220
Health: 1664; Armor: 0; MR: 43; Gold: 5230
Health: 1667; Armor: 0; MR: 43; Gold: 5240
Health: 1669; Armor: 0; MR: 43; Gold: 5250
Health: 1672; Armor: 0; MR: 44; Gold: 5260
Health: 1674; Armor: 0; MR: 44; Gold: 5270
Health: 1677; Armor: 0; MR: 44; Gold: 5280
Health: 1680; Armor: 0; MR: 44; Gold: 5290
Health: 1682; Armor: 0; MR: 44; Gold: 5300
Health: 1685; Armor: 0; MR: 44; Gold: 5310
Health: 1688; Armor: 0; MR: 45; Gold: 5320
Health: 1690; Armor: 0; MR: 45; Gold: 5330
Health: 1693; Armor: 0; MR: 45; Gold: 5340
Health: 1696; Armor: 0; MR: 45; Gold: 5350
Health: 1698; Armor: 0; MR: 45; Gold: 5360
Health: 1701; Armor: 0; MR: 45; Gold: 5370
Health: 1704; Armor: 0; MR: 46; Gold: 5380
Health: 1706; Armor: 0; MR: 46; Gold: 5390
Health: 1709; Armor: 0; MR: 46; Gold: 5400
Health: 1712; Armor: 0; MR: 46; Gold: 5410
Health: 1714; Armor: 0; MR: 46; Gold: 5420
Health: 1717; Armor: 0; MR: 46; Gold: 5430
Health: 1720; Armor: 0; MR: 47; Gold: 5440
Health: 1722; Armor: 0; MR: 47; Gold: 5450
Health: 1725; Armor: 0; MR: 47; Gold: 5460
Health: 1728; Armor: 0; MR: 47; Gold: 5470
Health: 1730; Armor: 0; MR: 47; Gold: 5480
Health: 1733; Armor: 0; MR: 47; Gold: 5490
Health: 1736; Armor: 0; MR: 48; Gold: 5500
Health: 1738; Armor: 0; MR: 48; Gold: 5510
Health: 1741; Armor: 0; MR: 48; Gold: 5520
Health: 1744; Armor: 0; MR: 48; Gold: 5530
Health: 1746; Armor: 0; MR: 48; Gold: 5540
Health: 1749; Armor: 0; MR: 48; Gold: 5550
Health: 1752; Armor: 0; MR: 48; Gold: 5560
Health: 1754; Armor: 0; MR: 49; Gold: 5570
Health: 1756; Armor: 0; MR: 49; Gold: 5580
Health: 1758; Armor: 0; MR: 49; Gold: 5590
Health: 1760; Armor: 0; MR: 49; Gold: 5600
Health: 1762; Armor: 0; MR: 49; Gold: 5610
Health: 1764; Armor: 0; MR: 49; Gold: 5620
Health: 1765; Armor: 0; MR: 50; Gold: 5630
Health: 1767; Armor: 0; MR: 50; Gold: 5640
Health: 1769; Armor: 0; MR: 50; Gold: 5650
Health: 1771; Armor: 0; MR: 50; Gold: 5660
Health: 1773; Armor: 1; MR: 50; Gold: 5670
Health: 1775; Armor: 1; MR: 50; Gold: 5680
Health: 1777; Armor: 1; MR: 51; Gold: 5690
Health: 1779; Armor: 1; MR: 51; Gold: 5700
Health: 1780; Armor: 1; MR: 51; Gold: 5710
Health: 1782; Armor: 1; MR: 51; Gold: 5720
Health: 1784; Armor: 1; MR: 51; Gold: 5730
Health: 1786; Armor: 1; MR: 51; Gold: 5740
Health: 1788; Armor: 1; MR: 51; Gold: 5750
Health: 1790; Armor: 2; MR: 52; Gold: 5760
Health: 1792; Armor: 2; MR: 52; Gold: 5770
Health: 1794; Armor: 2; MR: 52; Gold: 5780
Health: 1795; Armor: 2; MR: 52; Gold: 5790
Health: 1797; Armor: 2; MR: 52; Gold: 5800
Health: 1799; Armor: 2; MR: 52; Gold: 5810
Health: 1801; Armor: 2; MR: 53; Gold: 5820
Health: 1803; Armor: 2; MR: 53; Gold: 5830
Health: 1805; Armor: 2; MR: 53; Gold: 5840
Health: 1807; Armor: 3; MR: 53; Gold: 5850
Health: 1808; Armor: 3; MR: 53; Gold: 5860
Health: 1810; Armor: 3; MR: 53; Gold: 5870
Health: 1812; Armor: 3; MR: 54; Gold: 5880
Health: 1814; Armor: 3; MR: 54; Gold: 5890
Health: 1816; Armor: 3; MR: 54; Gold: 5900
Health: 1818; Armor: 3; MR: 54; Gold: 5910
Health: 1820; Armor: 3; MR: 54; Gold: 5920
Health: 1822; Armor: 3; MR: 54; Gold: 5930
Health: 1823; Armor: 3; MR: 55; Gold: 5940
Health: 1825; Armor: 4; MR: 55; Gold: 5950
Health: 1827; Armor: 4; MR: 55; Gold: 5960
Health: 1829; Armor: 4; MR: 55; Gold: 5970
Health: 1831; Armor: 4; MR: 55; Gold: 5980
Health: 1833; Armor: 4; MR: 55; Gold: 5990
Health: 1835; Armor: 4; MR: 55; Gold: 6000
Health: 1837; Armor: 4; MR: 56; Gold: 6010
Health: 1838; Armor: 4; MR: 56; Gold: 6020
Health: 1840; Armor: 4; MR: 56; Gold: 6030
Health: 1842; Armor: 5; MR: 56; Gold: 6040
Health: 1844; Armor: 5; MR: 56; Gold: 6050
Health: 1846; Armor: 5; MR: 56; Gold: 6060
Health: 1848; Armor: 5; MR: 57; Gold: 6070
Health: 1850; Armor: 5; MR: 57; Gold: 6080
Health: 1852; Armor: 5; MR: 57; Gold: 6090
Health: 1853; Armor: 5; MR: 57; Gold: 6100
Health: 1855; Armor: 5; MR: 57; Gold: 6110
Health: 1857; Armor: 5; MR: 57; Gold: 6120
Health: 1859; Armor: 6; MR: 58; Gold: 6130
Health: 1861; Armor: 6; MR: 58; Gold: 6140
Health: 1863; Armor: 6; MR: 58; Gold: 6150
Health: 1865; Armor: 6; MR: 58; Gold: 6160
Health: 1867; Armor: 6; MR: 58; Gold: 6170
Health: 1868; Armor: 6; MR: 58; Gold: 6180
Health: 1870; Armor: 6; MR: 58; Gold: 6190
Health: 1872; Armor: 6; MR: 59; Gold: 6200
Health: 1874; Armor: 6; MR: 59; Gold: 6210
Health: 1876; Armor: 6; MR: 59; Gold: 6220
Health: 1878; Armor: 7; MR: 59; Gold: 6230
Health: 1880; Armor: 7; MR: 59; Gold: 6240
Health: 1882; Armor: 7; MR: 59; Gold: 6250
Health: 1883; Armor: 7; MR: 60; Gold: 6260
Health: 1885; Armor: 7; MR: 60; Gold: 6270
Health: 1887; Armor: 7; MR: 60; Gold: 6280
Health: 1889; Armor: 7; MR: 60; Gold: 6290
Health: 1891; Armor: 7; MR: 60; Gold: 6300
Health: 1893; Armor: 7; MR: 60; Gold: 6310
Health: 1895; Armor: 8; MR: 61; Gold: 6320
Health: 1897; Armor: 8; MR: 61; Gold: 6330
Health: 1898; Armor: 8; MR: 61; Gold: 6340
Health: 1900; Armor: 8; MR: 61; Gold: 6350
Health: 1902; Armor: 8; MR: 61; Gold: 6360
Health: 1904; Armor: 8; MR: 61; Gold: 6370
Health: 1906; Armor: 8; MR: 62; Gold: 6380
Health: 1908; Armor: 8; MR: 62; Gold: 6390
Health: 1910; Armor: 8; MR: 62; Gold: 6400
Health: 1911; Armor: 9; MR: 62; Gold: 6410
Health: 1913; Armor: 9; MR: 62; Gold: 6420
Health: 1915; Armor: 9; MR: 62; Gold: 6430
Health: 1917; Armor: 9; MR: 62; Gold: 6440
Health: 1919; Armor: 9; MR: 63; Gold: 6450
Health: 1921; Armor: 9; MR: 63; Gold: 6460
Health: 1923; Armor: 9; MR: 63; Gold: 6470
Health: 1925; Armor: 9; MR: 63; Gold: 6480
Health: 1926; Armor: 9; MR: 63; Gold: 6490
Health: 1928; Armor: 9; MR: 63; Gold: 6500
Health: 1930; Armor: 10; MR: 64; Gold: 6510
Health: 1932; Armor: 10; MR: 64; Gold: 6520
Health: 1934; Armor: 10; MR: 64; Gold: 6530
Health: 1936; Armor: 10; MR: 64; Gold: 6540
Health: 1938; Armor: 10; MR: 64; Gold: 6550
Health: 1940; Armor: 10; MR: 64; Gold: 6560
Health: 1941; Armor: 10; MR: 65; Gold: 6570
Health: 1943; Armor: 10; MR: 65; Gold: 6580
Health: 1945; Armor: 10; MR: 65; Gold: 6590
Health: 1947; Armor: 11; MR: 65; Gold: 6600
Health: 1949; Armor: 11; MR: 65; Gold: 6610
Health: 1951; Armor: 11; MR: 65; Gold: 6620
Health: 1953; Armor: 11; MR: 65; Gold: 6630
Health: 1955; Armor: 11; MR: 66; Gold: 6640
Health: 1956; Armor: 11; MR: 66; Gold: 6650
Health: 1958; Armor: 11; MR: 66; Gold: 6660
Health: 1960; Armor: 11; MR: 66; Gold: 6670
Health: 1962; Armor: 11; MR: 66; Gold: 6680
Health: 1964; Armor: 11; MR: 66; Gold: 6690
Health: 1966; Armor: 12; MR: 67; Gold: 6700
Health: 1968; Armor: 12; MR: 67; Gold: 6710
Health: 1970; Armor: 12; MR: 67; Gold: 6720
Health: 1971; Armor: 12; MR: 67; Gold: 6730
Health: 1973; Armor: 12; MR: 67; Gold: 6740
Health: 1975; Armor: 12; MR: 67; Gold: 6750
Health: 1977; Armor: 12; MR: 68; Gold: 6760
Health: 1979; Armor: 12; MR: 68; Gold: 6770
Health: 1981; Armor: 12; MR: 68; Gold: 6780
Health: 1983; Armor: 13; MR: 68; Gold: 6790
Health: 1985; Armor: 13; MR: 68; Gold: 6800
Health: 1986; Armor: 13; MR: 68; Gold: 6810
Health: 1988; Armor: 13; MR: 69; Gold: 6820
Health: 1990; Armor: 13; MR: 69; Gold: 6830
Health: 1992; Armor: 13; MR: 69; Gold: 6840
Health: 1994; Armor: 13; MR: 69; Gold: 6850
Health: 1996; Armor: 13; MR: 69; Gold: 6860
Health: 1998; Armor: 13; MR: 69; Gold: 6870
Health: 1999; Armor: 14; MR: 69; Gold: 6880
Health: 2001; Armor: 14; MR: 70; Gold: 6890
Health: 2003; Armor: 14; MR: 70; Gold: 6900
Health: 2005; Armor: 14; MR: 70; Gold: 6910
Health: 2007; Armor: 14; MR: 70; Gold: 6920
Health: 2009; Armor: 14; MR: 70; Gold: 6930
Health: 2011; Armor: 14; MR: 70; Gold: 6940
Health: 2013; Armor: 14; MR: 71; Gold: 6950
Health: 2014; Armor: 14; MR: 71; Gold: 6960
Health: 2016; Armor: 14; MR: 71; Gold: 6970
Health: 2018; Armor: 15; MR: 71; Gold: 6980
Health: 2020; Armor: 15; MR: 71; Gold: 6990
Health: 2022; Armor: 15; MR: 71; Gold: 7000
Health: 2024; Armor: 15; MR: 72; Gold: 7010
Health: 2026; Armor: 15; MR: 72; Gold: 7020
Health: 2028; Armor: 15; MR: 72; Gold: 7030
Health: 2029; Armor: 15; MR: 72; Gold: 7040
Health: 2031; Armor: 15; MR: 72; Gold: 7050
Health: 2033; Armor: 15; MR: 72; Gold: 7060
Health: 2035; Armor: 16; MR: 72; Gold: 7070
Health: 2037; Armor: 16; MR: 73; Gold: 7080
Health: 2039; Armor: 16; MR: 73; Gold: 7090
Health: 2041; Armor: 16; MR: 73; Gold: 7100
Health: 2043; Armor: 16; MR: 73; Gold: 7110
Health: 2044; Armor: 16; MR: 73; Gold: 7120
Health: 2046; Armor: 16; MR: 73; Gold: 7130
Health: 2048; Armor: 16; MR: 74; Gold: 7140
Health: 2050; Armor: 16; MR: 74; Gold: 7150
Health: 2052; Armor: 17; MR: 74; Gold: 7160
Health: 2054; Armor: 17; MR: 74; Gold: 7170
Health: 2056; Armor: 17; MR: 74; Gold: 7180
Health: 2058; Armor: 17; MR: 74; Gold: 7190
Health: 2059; Armor: 17; MR: 75; Gold: 7200
Health: 2061; Armor: 17; MR: 75; Gold: 7210
Health: 2063; Armor: 17; MR: 75; Gold: 7220
Health: 2065; Armor: 17; MR: 75; Gold: 7230
Health: 2067; Armor: 17; MR: 75; Gold: 7240
Health: 2069; Armor: 17; MR: 75; Gold: 7250
Health: 2071; Armor: 18; MR: 76; Gold: 7260
Health: 2073; Armor: 18; MR: 76; Gold: 7270
Health: 2074; Armor: 18; MR: 76; Gold: 7280
Health: 2076; Armor: 18; MR: 76; Gold: 7290
Health: 2078; Armor: 18; MR: 76; Gold: 7300
Health: 2080; Armor: 18; MR: 76; Gold: 7310
Health: 2082; Armor: 18; MR: 76; Gold: 7320
Health: 2084; Armor: 18; MR: 77; Gold: 7330
Health: 2086; Armor: 18; MR: 77; Gold: 7340
Health: 2088; Armor: 19; MR: 77; Gold: 7350
Health: 2089; Armor: 19; MR: 77; Gold: 7360
Health: 2091; Armor: 19; MR: 77; Gold: 7370
Health: 2093; Armor: 19; MR: 77; Gold: 7380
Health: 2095; Armor: 19; MR: 78; Gold: 7390
Health: 2097; Armor: 19; MR: 78; Gold: 7400
Health: 2099; Armor: 19; MR: 78; Gold: 7410
Health: 2101; Armor: 19; MR: 78; Gold: 7420
Health: 2103; Armor: 19; MR: 78; Gold: 7430
Health: 2104; Armor: 20; MR: 78; Gold: 7440
Health: 2106; Armor: 20; MR: 79; Gold: 7450
Health: 2108; Armor: 20; MR: 79; Gold: 7460
Health: 2110; Armor: 20; MR: 79; Gold: 7470
Health: 2112; Armor: 20; MR: 79; Gold: 7480
Health: 2114; Armor: 20; MR: 79; Gold: 7490
Health: 2116; Armor: 20; MR: 79; Gold: 7500
Health: 2117; Armor: 20; MR: 80; Gold: 7510
Health: 2119; Armor: 20; MR: 80; Gold: 7520
Health: 2121; Armor: 20; MR: 80; Gold: 7530
Health: 2123; Armor: 21; MR: 80; Gold: 7540
Health: 2125; Armor: 21; MR: 80; Gold: 7550
Health: 2127; Armor: 21; MR: 80; Gold: 7560
Health: 2129; Armor: 21; MR: 80; Gold: 7570
Health: 2131; Armor: 21; MR: 81; Gold: 7580
Health: 2132; Armor: 21; MR: 81; Gold: 7590
Health: 2134; Armor: 21; MR: 81; Gold: 7600
Health: 2136; Armor: 21; MR: 81; Gold: 7610
Health: 2138; Armor: 21; MR: 81; Gold: 7620
Health: 2140; Armor: 22; MR: 81; Gold: 7630
Health: 2142; Armor: 22; MR: 82; Gold: 7640
Health: 2144; Armor: 22; MR: 82; Gold: 7650
Health: 2146; Armor: 22; MR: 82; Gold: 7660
Health: 2147; Armor: 22; MR: 82; Gold: 7670
Health: 2149; Armor: 22; MR: 82; Gold: 7680
Health: 2151; Armor: 22; MR: 82; Gold: 7690
Health: 2153; Armor: 22; MR: 83; Gold: 7700
Health: 2155; Armor: 22; MR: 83; Gold: 7710
Health: 2157; Armor: 22; MR: 83; Gold: 7720
Health: 2159; Armor: 23; MR: 83; Gold: 7730
Health: 2161; Armor: 23; MR: 83; Gold: 7740
Health: 2162; Armor: 23; MR: 83; Gold: 7750
Health: 2164; Armor: 23; MR: 83; Gold: 7760
Health: 2166; Armor: 23; MR: 84; Gold: 7770
Health: 2168; Armor: 23; MR: 84; Gold: 7780
Health: 2170; Armor: 23; MR: 84; Gold: 7790
Health: 2172; Armor: 23; MR: 84; Gold: 7800
Health: 2174; Armor: 23; MR: 84; Gold: 7810
Health: 2176; Armor: 24; MR: 84; Gold: 7820
Health: 2177; Armor: 24; MR: 85; Gold: 7830
Health: 2179; Armor: 24; MR: 85; Gold: 7840
Health: 2181; Armor: 24; MR: 85; Gold: 7850
Health: 2183; Armor: 24; MR: 85; Gold: 7860
Health: 2185; Armor: 24; MR: 85; Gold: 7870
Health: 2187; Armor: 24; MR: 85; Gold: 7880
Health: 2189; Armor: 24; MR: 86; Gold: 7890
Health: 2191; Armor: 24; MR: 86; Gold: 7900
Health: 2192; Armor: 25; MR: 86; Gold: 7910
Health: 2194; Armor: 25; MR: 86; Gold: 7920
Health: 2196; Armor: 25; MR: 86; Gold: 7930
Health: 2198; Armor: 25; MR: 86; Gold: 7940
Health: 2200; Armor: 25; MR: 87; Gold: 7950
