Health: 0; Armor: 25; MR: 0; Gold: 510
Health: 1246; Armor: 19; MR: 0; Gold: 3710
Health: 1248; Armor: 19; MR: 0; Gold: 3720
Health: 1251; Armor: 19; MR: 0; Gold: 3730
Health: 1253; Armor: 19; MR: 0; Gold: 3740
Health: 1256; Armor: 19; MR: 0; Gold: 3750
Health: 1258; Armor: 19; MR: 0; Gold: 3760
Health: 1260; Armor: 20; MR: 0; Gold: 3770
Health: 1263; Armor: 20; MR: 0; Gold: 3780
Health: 1265; Armor: 20; MR: 0; Gold: 3790
Health: 1268; Armor: 20; MR: 0; Gold: 3800
Health: 1270; Armor: 20; MR: 0; Gold: 3810
Health: 1272; Armor: 21; MR: 0; Gold: 3820
Health: 1275; Armor: 21; MR: 0; Gold: 3830
Health: 1277; Armor: 21; MR: 0; Gold: 3840
Health: 1280; Armor: 21; MR: 0; Gold: 3850
Health: 1282; Armor: 21; MR: 0; Gold: 3860
Health: 1284; Armor: 21; MR: 0; Gold: 3870
Health: 1287; Armor: 22; MR: 0; Gold: 3880
Health: 1289; Armor: 22; MR: 0; Gold: 3890
Health: 1292; Armor: 22; MR: 0; Gold: 3900
Health: 1294; Armor: 22; MR: 0; Gold: 3910
Health: 1297; Armor: 22; MR: 0; Gold: 3920
Health: 1299; Armor: 23; MR: 0; Gold: 3930
Health: 1301; Armor: 23; MR: 0; Gold: 3940
Health: 1304; Armor: 23; MR: 0; Gold: 3950
Health: 1306; Armor: 23; MR: 0; Gold: 3960
Health: 1309; Armor: 23; MR: 0; Gold: 3970
Health: 1311; Armor: 23; MR: 0; Gold: 3980
Health: 1313; Armor: 24; MR: 0; Gold: 3990
Health: 1316; Armor: 24; MR: 0; Gold: 4000
Health: 1318; Armor: 24; MR: 0; Gold: 4010
Health: 1321; Armor: 24; MR: 0; Gold: 4020
Health: 1323; Armor: 24; MR: 0; Gold: 4030
Health: 1326; Armor: 24; MR: 0; Gold: 4040
Health: 1328; Armor: 25; MR: 0; Gold: 4050
Health: 1330; Armor: 25; MR: 0; Gold: 4060
Health: 1333; Armor: 25; MR: 0; Gold: 4070
Health: 1335; Armor: 25; MR: 0; Gold: 4080
Health: 1338; Armor: 25; MR: 0; Gold: 4090
Health: 1340; Armor: 26; MR: 0; Gold: 4100
Health: 1343; Armor: 26; MR: 0; Gold: 4110
Health: 1345; Armor: 26; MR: 0; Gold: 4120
Health: 1347; Armor: 26; MR: 0; Gold: 4130
Health: 1350; Armor: 26; MR: 0; Gold: 4140
Health: 1352; Armor: 26; MR: 0; Gold: 4150
Health: 1355; Armor: 27; MR: 0; Gold: 4160
Health: 1357; Armor: 27; MR: 0; Gold: 4170
Health: 1360; Armor: 27; MR: 0; Gold: 4180
Health: 1362; Armor: 27; MR: 0; Gold: 4190
Health: 1364; Armor: 27; MR: 0; Gold: 4200
Health: 1367; Armor: 27; MR: 0; Gold: 4210
Health: 1369; Armor: 28; MR: 0; Gold: 4220
Health: 1372; Armor: 28; MR: 0; Gold: 4230
Health: 1374; Armor: 28; MR: 0; Gold: 4240
Health: 1377; Armor: 28; MR: 0; Gold: 4250
Health: 1379; Armor: 28; MR: 0; Gold: 4260
Health: 1381; Armor: 29; MR: 0; Gold: 4270
Health: 1384; Armor: 29; MR: 0; Gold: 4280
Health: 1386; Armor: 29; MR: 0; Gold: 4290
Health: 1389; Armor: 29; MR: 0; Gold: 4300
Health: 1391; Armor: 29; MR: 0; Gold: 4310
Health: 1394; Armor: 29; MR: 0; Gold: 4320
Health: 1396; Armor: 30; MR: 0; Gold: 4330
Health: 1399; Armor: 30; MR: 0; Gold: 4340
Health: 1402; Armor: 30; MR: 0; Gold: 4350
Health: 1403; Armor: 30; MR: 0; Gold: 4360
Health: 1406; Armor: 30; MR: 0; Gold: 4370
Health: 1408; Armor: 30; MR: 0; Gold: 4380
Health: 1411; Armor: 31; MR: 0; Gold: 4390
Health: 1413; Armor: 31; MR: 0; Gold: 4400
Health: 1416; Armor: 31; MR: 0; Gold: 4410
Health: 1418; Armor: 31; MR: 0; Gold: 4420
Health: 1420; Armor: 31; MR: 0; Gold: 4430
Health: 1423; Armor: 31; MR: 0; Gold: 4440
Health: 1425; Armor: 32; MR: 0; Gold: 4450
Health: 1428; Armor: 32; MR: 0; Gold: 4460
Health: 1430; Armor: 32; MR: 0; Gold: 4470
Health: 1433; Armor: 32; MR: 0; Gold: 4480
Health: 1435; Armor: 32; MR: 0; Gold: 4490
Health: 1438; Armor: 33; MR: 0; Gold: 4500
Health: 1440; Armor: 33; MR: 0; Gold: 4510
Health: 1443; Armor: 33; MR: 0; Gold: 4520
Health: 1445; Armor: 33; MR: 0; Gold: 4530
Health: 1447; Armor: 33; MR: 0; Gold: 4540
Health: 1450; Armor: 33; MR: 0; Gold: 4550
Health: 1452; Armor: 34; MR: 0; Gold: 4560
Health: 1455; Armor: 34; MR: 0; Gold: 4570
Health: 1457; Armor: 34; MR: 0; Gold: 4580
Health: 1460; Armor: 34; MR: 0; Gold: 4590
Health: 1462; Armor: 34; MR: 0; Gold: 4600
Health: 1465; Armor: 34; MR: 0; Gold: 4610
Health: 1467; Armor: 35; MR: 0; Gold: 4620
Health: 1469; Armor: 35; MR: 0; Gold: 4630
Health: 1472; Armor: 35; MR: 0; Gold: 4640
Health: 1474; Armor: 35; MR: 0; Gold: 4650
Health: 1477; Armor: 35; MR: 0; Gold: 4660
Health: 1479; Armor: 35; MR: 0; Gold: 4670
Health: 1482; Armor: 36; MR: 0; Gold: 4680
Health: 1484; Armor: 36; MR: 0; Gold: 4690
Health: 1487; Armor: 36; MR: 0; Gold: 4700
Health: 1489; Armor: 36; MR: 0; Gold: 4710
Health: 1492; Armor: 36; MR: 0; Gold: 4720
Health: 1494; Armor: 36; MR: 0; Gold: 4730
Health: 1497; Armor: 37; MR: 0; Gold: 4740
Health: 1499; Armor: 37; MR: 0; Gold: 4750
Health: 1501; Armor: 37; MR: 0; Gold: 4760
Health: 1504; Armor: 37; MR: 0; Gold: 4770
Health: 1506; Armor: 37; MR: 0; Gold: 4780
Health: 1509; Armor: 38; MR: 0; Gold: 4790
Health: 1511; Armor: 38; MR: 0; Gold: 4800
Health: 1514; Armor: 38; MR: 0; Gold: 4810
Health: 1516; Armor: 38; MR: 0; Gold: 4820
Health: 1519; Armor: 38; MR: 0; Gold: 4830
Health: 1521; Armor: 38; MR: 0; Gold: 4840
Health: 1524; Armor: 39; MR: 0; Gold: 4850
Health: 1526; Armor: 39; MR: 0; Gold: 4860
Health: 1529; Armor: 39; MR: 0; Gold: 4870
Health: 1531; Armor: 39; MR: 0; Gold: 4880
Health: 1533; Armor: 39; MR: 0; Gold: 4890
Health: 1536; Armor: 39; MR: 0; Gold: 4900
Health: 1538; Armor: 40; MR: 0; Gold: 4910
Health: 1541; Armor: 40; MR: 0; Gold: 4920
Health: 1543; Armor: 40; MR: 0; Gold: 4930
Health: 1546; Armor: 40; MR: 0; Gold: 4940
Health: 1548; Armor: 40; MR: 0; Gold: 4950
Health: 1551; Armor: 40; MR: 0; Gold: 4960
Health: 1553; Armor: 41; MR: 0; Gold: 4970
Health: 1556; Armor: 41; MR: 0; Gold: 4980
Health: 1558; Armor: 41; MR: 0; Gold: 4990
Health: 1561; Armor: 41; MR: 0; Gold: 5000
Health: 1563; Armor: 41; MR: 0; Gold: 5010
Health: 1566; Armor: 41; MR: 0; Gold: 5020
Health: 1568; Armor: 42; MR: 0; Gold: 5030
Health: 1571; Armor: 42; MR: 0; Gold: 5040
Health: 1573; Armor: 42; MR: 0; Gold: 5050
Health: 1575; Armor: 42; MR: 0; Gold: 5060
Health: 1578; Armor: 42; MR: 0; Gold: 5070
Health: 1580; Armor: 42; MR: 0; Gold: 5080
Health: 1583; Armor: 43; MR: 0; Gold: 5090
Health: 1585; Armor: 43; MR: 0; Gold: 5100
Health: 1588; Armor: 43; MR: 0; Gold: 5110
Health: 1590; Armor: 43; MR: 0; Gold: 5120
Health: 1593; Armor: 43; MR: 0; Gold: 5130
Health: 1595; Armor: 43; MR: 0; Gold: 5140
Health: 1598; Armor: 44; MR: 0; Gold: 5150
Health: 1600; Armor: 44; MR: 0; Gold: 5160
Health: 1603; Armor: 44; MR: 0; Gold: 5170
Health: 1605; Armor: 44; MR: 0; Gold: 5180
Health: 1608; Armor: 44; MR: 0; Gold: 5190
Health: 1610; Armor: 44; MR: 0; Gold: 5200
Health: 1613; Armor: 45; MR: 0; Gold: 5210
Health: 1615; Armor: 45; MR: 0; Gold: 5220
Health: 1618; Armor: 45; MR: 0; Gold: 5230
Health: 1620; Armor: 45; MR: 0; Gold: 5240
Health: 1623; Armor: 45; MR: 0; Gold: 5250
Health: 1625; Armor: 45; MR: 0; Gold: 5260
Health: 1628; Armor: 46; MR: 0; Gold: 5270
Health: 1630; Armor: 46; MR: 0; Gold: 5280
Health: 1633; Armor: 46; MR: 0; Gold: 5290
Health: 1635; Armor: 46; MR: 0; Gold: 5300
Health: 1638; Armor: 46; MR: 0; Gold: 5310
Health: 1640; Armor: 46; MR: 0; Gold: 5320
Health: 1642; Armor: 47; MR: 0; Gold: 5330
Health: 1645; Armor: 47; MR: 0; Gold: 5340
Health: 1647; Armor: 47; MR: 0; Gold: 5350
Health: 1650; Armor: 47; MR: 0; Gold: 5360
Health: 1652; Armor: 47; MR: 0; Gold: 5370
Health: 1655; Armor: 47; MR: 0; Gold: 5380
Health: 1657; Armor: 48; MR: 0; Gold: 5390
Health: 1660; Armor: 48; MR: 0; Gold: 5400
Health: 1662; Armor: 48; MR: 0; Gold: 5410
Health: 1665; Armor: 48; MR: 0; Gold: 5420
Health: 1667; Armor: 48; MR: 0; Gold: 5430
Health: 1670; Armor: 48; MR: 0; Gold: 5440
Health: 1672; Armor: 49; MR: 0; Gold: 5450
Health: 1675; Armor: 49; MR: 0; Gold: 5460
Health: 1677; Armor: 49; MR: 0; Gold: 5470
Health: 1680; Armor: 49; MR: 0; Gold: 5480
Health: 1682; Armor: 49; MR: 0; Gold: 5490
Health: 1685; Armor: 49; MR: 0; Gold: 5500
Health: 1687; Armor: 50; MR: 0; Gold: 5510
Health: 1690; Armor: 50; MR: 0; Gold: 5520
Health: 1692; Armor: 50; MR: 0; Gold: 5530
Health: 1695; Armor: 50; MR: 0; Gold: 5540
Health: 1697; Armor: 50; MR: 0; Gold: 5550
Health: 1700; Armor: 50; MR: 0; Gold: 5560
Health: 1702; Armor: 51; MR: 0; Gold: 5570
Health: 1705; Armor: 51; MR: 0; Gold: 5580
Health: 1707; Armor: 51; MR: 0; Gold: 5590
Health: 1710; Armor: 51; MR: 0; Gold: 5600
Health: 1712; Armor: 51; MR: 0; Gold: 5610
Health: 1715; Armor: 51; MR: 0; Gold: 5620
Health: 1717; Armor: 52; MR: 0; Gold: 5630
Health: 1720; Armor: 52; MR: 0; Gold: 5640
Health: 1722; Armor: 52; MR: 0; Gold: 5650
Health: 1725; Armor: 52; MR: 0; Gold: 5660
Health: 1727; Armor: 52; MR: 0; Gold: 5670
Health: 1730; Armor: 52; MR: 0; Gold: 5680
Health: 1732; Armor: 53; MR: 0; Gold: 5690
Health: 1735; Armor: 53; MR: 0; Gold: 5700
Health: 1737; Armor: 53; MR: 0; Gold: 5710
Health: 1740; Armor: 53; MR: 0; Gold: 5720
Health: 1742; Armor: 53; MR: 0; Gold: 5730
Health: 1745; Armor: 53; MR: 0; Gold: 5740
Health: 1747; Armor: 54; MR: 0; Gold: 5750
Health: 1750; Armor: 54; MR: 0; Gold: 5760
Health: 1753; Armor: 54; MR: 0; Gold: 5770
Health: 1755; Armor: 54; MR: 0; Gold: 5780
Health: 1757; Armor: 54; MR: 0; Gold: 5790
Health: 1760; Armor: 54; MR: 0; Gold: 5800
Health: 1763; Armor: 55; MR: 0; Gold: 5810
Health: 1765; Armor: 55; MR: 0; Gold: 5820
Health: 1768; Armor: 55; MR: 0; Gold: 5830
Health: 1770; Armor: 55; MR: 0; Gold: 5840
Health: 1773; Armor: 55; MR: 0; Gold: 5850
Health: 1775; Armor: 55; MR: 0; Gold: 5860
Health: 1778; Armor: 56; MR: 0; Gold: 5870
Health: 1780; Armor: 56; MR: 0; Gold: 5880
Health: 1783; Armor: 56; MR: 0; Gold: 5890
Health: 1785; Armor: 56; MR: 0; Gold: 5900
Health: 1788; Armor: 56; MR: 0; Gold: 5910
Health: 1790; Armor: 56; MR: 0; Gold: 5920
Health: 1793; Armor: 57; MR: 0; Gold: 5930
Health: 1795; Armor: 57; MR: 0; Gold: 5940
Health: 1798; Armor: 57; MR: 0; Gold: 5950
Health: 1800; Armor: 57; MR: 0; Gold: 5960
Health: 1803; Armor: 57; MR: 0; Gold: 5970
Health: 1805; Armor: 57; MR: 0; Gold: 5980
Health: 1808; Armor: 58; MR: 0; Gold: 5990
Health: 1810; Armor: 58; MR: 0; Gold: 6000
Health: 1813; Armor: 58; MR: 0; Gold: 6010
Health: 1815; Armor: 58; MR: 0; Gold: 6020
Health: 1818; Armor: 58; MR: 0; Gold: 6030
Health: 1820; Armor: 58; MR: 0; Gold: 6040
Health: 1823; Armor: 59; MR: 0; Gold: 6050
Health: 1825; Armor: 59; MR: 0; Gold: 6060
Health: 1828; Armor: 59; MR: 0; Gold: 6070
Health: 1830; Armor: 59; MR: 0; Gold: 6080
Health: 1833; Armor: 59; MR: 0; Gold: 6090
Health: 1836; Armor: 59; MR: 0; Gold: 6100
Health: 1838; Armor: 60; MR: 0; Gold: 6110
Health: 1841; Armor: 60; MR: 0; Gold: 6120
Health: 1843; Armor: 60; MR: 0; Gold: 6130
Health: 1846; Armor: 60; MR: 0; Gold: 6140
Health: 1848; Armor: 60; MR: 0; Gold: 6150
Health: 1851; Armor: 60; MR: 0; Gold: 6160
Health: 1853; Armor: 61; MR: 0; Gold: 6170
Health: 1856; Armor: 61; MR: 0; Gold: 6180
Health: 1858; Armor: 61; MR: 0; Gold: 6190
Health: 1861; Armor: 61; MR: 0; Gold: 6200
Health: 1863; Armor: 61; MR: 0; Gold: 6210
Health: 1866; Armor: 61; MR: 0; Gold: 6220
Health: 1868; Armor: 62; MR: 0; Gold: 6230
Health: 1871; Armor: 62; MR: 0; Gold: 6240
Health: 1873; Armor: 62; MR: 0; Gold: 6250
Health: 1876; Armor: 62; MR: 0; Gold: 6260
Health: 1878; Armor: 62; MR: 0; Gold: 6270
Health: 1881; Armor: 62; MR: 0; Gold: 6280
Health: 1884; Armor: 62; MR: 0; Gold: 6290
Health: 1886; Armor: 63; MR: 0; Gold: 6300
Health: 1889; Armor: 63; MR: 0; Gold: 6310
Health: 1891; Armor: 63; MR: 0; Gold: 6320
Health: 1894; Armor: 63; MR: 0; Gold: 6330
Health: 1896; Armor: 63; MR: 0; Gold: 6340
Health: 1899; Armor: 63; MR: 0; Gold: 6350
Health: 1901; Armor: 64; MR: 0; Gold: 6360
Health: 1904; Armor: 64; MR: 0; Gold: 6370
Health: 1906; Armor: 64; MR: 0; Gold: 6380
Health: 1908; Armor: 64; MR: 0; Gold: 6390
Health: 1910; Armor: 64; MR: 0; Gold: 6400
Health: 1911; Armor: 64; MR: 0; Gold: 6410
Health: 1913; Armor: 65; MR: 0; Gold: 6420
Health: 1915; Armor: 65; MR: 0; Gold: 6430
Health: 1917; Armor: 65; MR: 0; Gold: 6440
Health: 1919; Armor: 65; MR: 0; Gold: 6450
Health: 1921; Armor: 65; MR: 0; Gold: 6460
Health: 1923; Armor: 65; MR: 0; Gold: 6470
Health: 1925; Armor: 66; MR: 1; Gold: 6480
Health: 1926; Armor: 66; MR: 1; Gold: 6490
Health: 1928; Armor: 66; MR: 1; Gold: 6500
Health: 1930; Armor: 66; MR: 1; Gold: 6510
Health: 1932; Armor: 66; MR: 1; Gold: 6520
Health: 1934; Armor: 66; MR: 1; Gold: 6530
Health: 1936; Armor: 67; MR: 1; Gold: 6540
Health: 1938; Armor: 67; MR: 1; Gold: 6550
Health: 1940; Armor: 67; MR: 1; Gold: 6560
Health: 1941; Armor: 67; MR: 1; Gold: 6570
Health: 1943; Armor: 67; MR: 2; Gold: 6580
Health: 1945; Armor: 67; MR: 2; Gold: 6590
Health: 1947; Armor: 67; MR: 2; Gold: 6600
Health: 1949; Armor: 68; MR: 2; Gold: 6610
Health: 1951; Armor: 68; MR: 2; Gold: 6620
Health: 1953; Armor: 68; MR: 2; Gold: 6630
Health: 1955; Armor: 68; MR: 2; Gold: 6640
Health: 1956; Armor: 68; MR: 2; Gold: 6650
Health: 1958; Armor: 68; MR: 2; Gold: 6660
Health: 1960; Armor: 69; MR: 2; Gold: 6670
Health: 1962; Armor: 69; MR: 3; Gold: 6680
Health: 1964; Armor: 69; MR: 3; Gold: 6690
Health: 1966; Armor: 69; MR: 3; Gold: 6700
Health: 1968; Armor: 69; MR: 3; Gold: 6710
Health: 1970; Armor: 69; MR: 3; Gold: 6720
Health: 1971; Armor: 70; MR: 3; Gold: 6730
Health: 1973; Armor: 70; MR: 3; Gold: 6740
Health: 1975; Armor: 70; MR: 3; Gold: 6750
Health: 1977; Armor: 70; MR: 3; Gold: 6760
Health: 1979; Armor: 70; MR: 3; Gold: 6770
Health: 1981; Armor: 70; MR: 4; Gold: 6780
Health: 1983; Armor: 71; MR: 4; Gold: 6790
Health: 1985; Armor: 71; MR: 4; Gold: 6800
Health: 1986; Armor: 71; MR: 4; Gold: 6810
Health: 1988; Armor: 71; MR: 4; Gold: 6820
Health: 1990; Armor: 71; MR: 4; Gold: 6830
Health: 1992; Armor: 71; MR: 4; Gold: 6840
Health: 1994; Armor: 72; MR: 4; Gold: 6850
Health: 1996; Armor: 72; MR: 4; Gold: 6860
Health: 1998; Armor: 72; MR: 4; Gold: 6870
Health: 2000; Armor: 72; MR: 4; Gold: 6880
Health: 2001; Armor: 72; MR: 5; Gold: 6890
Health: 2003; Armor: 72; MR: 5; Gold: 6900
Health: 2005; Armor: 72; MR: 5; Gold: 6910
Health: 2007; Armor: 73; MR: 5; Gold: 6920
Health: 2009; Armor: 73; MR: 5; Gold: 6930
Health: 2011; Armor: 73; MR: 5; Gold: 6940
Health: 2013; Armor: 73; MR: 5; Gold: 6950
Health: 2014; Armor: 73; MR: 5; Gold: 6960
Health: 2016; Armor: 73; MR: 5; Gold: 6970
Health: 2018; Armor: 74; MR: 5; Gold: 6980
Health: 2020; Armor: 74; MR: 6; Gold: 6990
Health: 2022; Armor: 74; MR: 6; Gold: 7000
Health: 2024; Armor: 74; MR: 6; Gold: 7010
Health: 2026; Armor: 74; MR: 6; Gold: 7020
Health: 2028; Armor: 74; MR: 6; Gold: 7030
Health: 2029; Armor: 75; MR: 6; Gold: 7040
Health: 2031; Armor: 75; MR: 6; Gold: 7050
Health: 2033; Armor: 75; MR: 6; Gold: 7060
Health: 2035; Armor: 75; MR: 6; Gold: 7070
Health: 2037; Armor: 75; MR: 6; Gold: 7080
Health: 2039; Armor: 75; MR: 7; Gold: 7090
Health: 2041; Armor: 76; MR: 7; Gold: 7100
Health: 2043; Armor: 76; MR: 7; Gold: 7110
Health: 2044; Armor: 76; MR: 7; Gold: 7120
Health: 2046; Armor: 76; MR: 7; Gold: 7130
Health: 2048; Armor: 76; MR: 7; Gold: 7140
Health: 2050; Armor: 76; MR: 7; Gold: 7150
Health: 2052; Armor: 77; MR: 7; Gold: 7160
Health: 2054; Armor: 77; MR: 7; Gold: 7170
Health: 2056; Armor: 77; MR: 7; Gold: 7180
Health: 2058; Armor: 77; MR: 8; Gold: 7190
Health: 2059; Armor: 77; MR: 8; Gold: 7200
Health: 2061; Armor: 77; MR: 8; Gold: 7210
Health: 2063; Armor: 78; MR: 8; Gold: 7220
Health: 2065; Armor: 78; MR: 8; Gold: 7230
Health: 2067; Armor: 78; MR: 8; Gold: 7240
Health: 2069; Armor: 78; MR: 8; Gold: 7250
Health: 2071; Armor: 78; MR: 8; Gold: 7260
Health: 2072; Armor: 78; MR: 8; Gold: 7270
Health: 2074; Armor: 78; MR: 8; Gold: 7280
Health: 2076; Armor: 79; MR: 9; Gold: 7290
Health: 2078; Armor: 79; MR: 9; Gold: 7300
Health: 2080; Armor: 79; MR: 9; Gold: 7310
Health: 2082; Armor: 79; MR: 9; Gold: 7320
Health: 2084; Armor: 79; MR: 9; Gold: 7330
Health: 2086; Armor: 79; MR: 9; Gold: 7340
Health: 2088; Armor: 80; MR: 9; Gold: 7350
Health: 2089; Armor: 80; MR: 9; Gold: 7360
Health: 2091; Armor: 80; MR: 9; Gold: 7370
Health: 2093; Armor: 80; MR: 9; Gold: 7380
Health: 2095; Armor: 80; MR: 10; Gold: 7390
Health: 2097; Armor: 80; MR: 10; Gold: 7400
Health: 2099; Armor: 81; MR: 10; Gold: 7410
Health: 2101; Armor: 81; MR: 10; Gold: 7420
Health: 2102; Armor: 81; MR: 10; Gold: 7430
Health: 2104; Armor: 81; MR: 10; Gold: 7440
Health: 2106; Armor: 81; MR: 10; Gold: 7450
Health: 2108; Armor: 81; MR: 10; Gold: 7460
Health: 2110; Armor: 82; MR: 10; Gold: 7470
Health: 2112; Armor: 82; MR: 10; Gold: 7480
Health: 2114; Armor: 82; MR: 10; Gold: 7490
Health: 2116; Armor: 82; MR: 11; Gold: 7500
Health: 2117; Armor: 82; MR: 11; Gold: 7510
Health: 2119; Armor: 82; MR: 11; Gold: 7520
Health: 2121; Armor: 83; MR: 11; Gold: 7530
Health: 2123; Armor: 83; MR: 11; Gold: 7540
Health: 2125; Armor: 83; MR: 11; Gold: 7550
Health: 2127; Armor: 83; MR: 11; Gold: 7560
Health: 2129; Armor: 83; MR: 11; Gold: 7570
Health: 2131; Armor: 83; MR: 11; Gold: 7580
Health: 2132; Armor: 83; MR: 11; Gold: 7590
Health: 2134; Armor: 84; MR: 12; Gold: 7600
Health: 2136; Armor: 84; MR: 12; Gold: 7610
Health: 2138; Armor: 84; MR: 12; Gold: 7620
Health: 2140; Armor: 84; MR: 12; Gold: 7630
Health: 2142; Armor: 84; MR: 12; Gold: 7640
Health: 2144; Armor: 84; MR: 12; Gold: 7650
Health: 2146; Armor: 85; MR: 12; Gold: 7660
Health: 2147; Armor: 85; MR: 12; Gold: 7670
Health: 2149; Armor: 85; MR: 12; Gold: 7680
Health: 2151; Armor: 85; MR: 12; Gold: 7690
Health: 2153; Armor: 85; MR: 13; Gold: 7700
Health: 2155; Armor: 85; MR: 13; Gold: 7710
Health: 2157; Armor: 86; MR: 13; Gold: 7720
Health: 2159; Armor: 86; MR: 13; Gold: 7730
Health: 2161; Armor: 86; MR: 13; Gold: 7740
Health: 2162; Armor: 86; MR: 13; Gold: 7750
Health: 2164; Armor: 86; MR: 13; Gold: 7760
Health: 2166; Armor: 86; MR: 13; Gold: 7770
Health: 2168; Armor: 87; MR: 13; Gold: 7780
Health: 2170; Armor: 87; MR: 13; Gold: 7790
Health: 2172; Armor: 87; MR: 14; Gold: 7800
Health: 2174; Armor: 87; MR: 14; Gold: 7810
Health: 2176; Armor: 87; MR: 14; Gold: 7820
Health: 2177; Armor: 87; MR: 14; Gold: 7830
Health: 2179; Armor: 88; MR: 14; Gold: 7840
Health: 2181; Armor: 88; MR: 14; Gold: 7850
Health: 2183; Armor: 88; MR: 14; Gold: 7860
Health: 2185; Armor: 88; MR: 14; Gold: 7870
Health: 2187; Armor: 88; MR: 14; Gold: 7880
Health: 2189; Armor: 88; MR: 14; Gold: 7890
Health: 2191; Armor: 88; MR: 15; Gold: 7900
Health: 2192; Armor: 89; MR: 15; Gold: 7910
Health: 2194; Armor: 89; MR: 15; Gold: 7920
Health: 2196; Armor: 89; MR: 15; Gold: 7930
Health: 2198; Armor: 89; MR: 15; Gold: 7940
Health: 2200; Armor: 89; MR: 15; Gold: 7950
Health: 2202; Armor: 89; MR: 15; Gold: 7960
