Health: 996; Armor: 32; MR: 0; Gold: 3320
Health: 1441; Armor: 92; MR: 0; Gold: 5700
Health: 1443; Armor: 92; MR: 0; Gold: 5710
Health: 1445; Armor: 93; MR: 0; Gold: 5720
Health: 1447; Armor: 93; MR: 0; Gold: 5730
Health: 1449; Armor: 93; MR: 0; Gold: 5740
Health: 1451; Armor: 93; MR: 0; Gold: 5750
Health: 1453; Armor: 94; MR: 0; Gold: 5760
Health: 1455; Armor: 94; MR: 0; Gold: 5770
Health: 1456; Armor: 94; MR: 0; Gold: 5780
Health: 1458; Armor: 94; MR: 0; Gold: 5790
Health: 1460; Armor: 94; MR: 0; Gold: 5800
Health: 1462; Armor: 95; MR: 0; Gold: 5810
Health: 1464; Armor: 95; MR: 0; Gold: 5820
Health: 1466; Armor: 95; MR: 0; Gold: 5830
Health: 1468; Armor: 95; MR: 0; Gold: 5840
Health: 1470; Armor: 96; MR: 0; Gold: 5850
Health: 1471; Armor: 96; MR: 0; Gold: 5860
Health: 1473; Armor: 96; MR: 0; Gold: 5870
Health: 1475; Armor: 96; MR: 0; Gold: 5880
Health: 1477; Armor: 97; MR: 0; Gold: 5890
Health: 1479; Armor: 97; MR: 0; Gold: 5900
Health: 1481; Armor: 97; MR: 0; Gold: 5910
Health: 1483; Armor: 98; MR: 0; Gold: 5920
Health: 1485; Armor: 98; MR: 0; Gold: 5930
Health: 1486; Armor: 98; MR: 0; Gold: 5940
Health: 1488; Armor: 98; MR: 0; Gold: 5950
Health: 1490; Armor: 98; MR: 0; Gold: 5960
Health: 1492; Armor: 99; MR: 0; Gold: 5970
Health: 1494; Armor: 99; MR: 0; Gold: 5980
Health: 1496; Armor: 99; MR: 0; Gold: 5990
Health: 1498; Armor: 99; MR: 0; Gold: 6000
Health: 1499; Armor: 100; MR: 0; Gold: 6010
Health: 1501; Armor: 100; MR: 0; Gold: 6020
Health: 1503; Armor: 100; MR: 0; Gold: 6030
Health: 1505; Armor: 101; MR: 0; Gold: 6040
Health: 1507; Armor: 101; MR: 0; Gold: 6050
Health: 1509; Armor: 101; MR: 0; Gold: 6060
Health: 1511; Armor: 101; MR: 0; Gold: 6070
Health: 1513; Armor: 101; MR: 0; Gold: 6080
Health: 1514; Armor: 102; MR: 0; Gold: 6090
Health: 1516; Armor: 102; MR: 0; Gold: 6100
Health: 1518; Armor: 102; MR: 0; Gold: 6110
Health: 1520; Armor: 102; MR: 0; Gold: 6120
Health: 1522; Armor: 103; MR: 0; Gold: 6130
Health: 1524; Armor: 103; MR: 0; Gold: 6140
Health: 1526; Armor: 103; MR: 0; Gold: 6150
Health: 1528; Armor: 104; MR: 0; Gold: 6160
Health: 1529; Armor: 104; MR: 0; Gold: 6170
Health: 1531; Armor: 104; MR: 0; Gold: 6180
Health: 1533; Armor: 104; MR: 0; Gold: 6190
Health: 1535; Armor: 104; MR: 0; Gold: 6200
Health: 1537; Armor: 105; MR: 0; Gold: 6210
Health: 1539; Armor: 105; MR: 0; Gold: 6220
Health: 1541; Armor: 105; MR: 0; Gold: 6230
Health: 1543; Armor: 106; MR: 0; Gold: 6240
Health: 1544; Armor: 106; MR: 0; Gold: 6250
Health: 1546; Armor: 106; MR: 0; Gold: 6260
Health: 1548; Armor: 106; MR: 0; Gold: 6270
Health: 1550; Armor: 107; MR: 0; Gold: 6280
Health: 1552; Armor: 107; MR: 0; Gold: 6290
Health: 1554; Armor: 107; MR: 0; Gold: 6300
Health: 1556; Armor: 107; MR: 0; Gold: 6310
Health: 1558; Armor: 107; MR: 0; Gold: 6320
Health: 1559; Armor: 108; MR: 0; Gold: 6330
Health: 1561; Armor: 108; MR: 0; Gold: 6340
Health: 1563; Armor: 108; MR: 0; Gold: 6350
Health: 1565; Armor: 108; MR: 0; Gold: 6360
Health: 1567; Armor: 109; MR: 0; Gold: 6370
Health: 1569; Armor: 109; MR: 0; Gold: 6380
Health: 1571; Armor: 109; MR: 0; Gold: 6390
Health: 1573; Armor: 110; MR: 0; Gold: 6400
Health: 1574; Armor: 110; MR: 0; Gold: 6410
Health: 1576; Armor: 110; MR: 0; Gold: 6420
Health: 1578; Armor: 110; MR: 0; Gold: 6430
Health: 1580; Armor: 110; MR: 0; Gold: 6440
Health: 1582; Armor: 111; MR: 0; Gold: 6450
Health: 1584; Armor: 111; MR: 0; Gold: 6460
Health: 1586; Armor: 111; MR: 0; Gold: 6470
Health: 1588; Armor: 112; MR: 0; Gold: 6480
Health: 1589; Armor: 112; MR: 0; Gold: 6490
Health: 1591; Armor: 112; MR: 0; Gold: 6500
Health: 1593; Armor: 112; MR: 0; Gold: 6510
Health: 1595; Armor: 113; MR: 0; Gold: 6520
Health: 1597; Armor: 113; MR: 0; Gold: 6530
Health: 1599; Armor: 113; MR: 0; Gold: 6540
Health: 1601; Armor: 113; MR: 0; Gold: 6550
Health: 1602; Armor: 113; MR: 0; Gold: 6560
Health: 1604; Armor: 114; MR: 0; Gold: 6570
Health: 1606; Armor: 114; MR: 0; Gold: 6580
Health: 1608; Armor: 114; MR: 0; Gold: 6590
Health: 1610; Armor: 114; MR: 0; Gold: 6600
Health: 1612; Armor: 115; MR: 0; Gold: 6610
Health: 1614; Armor: 115; MR: 0; Gold: 6620
Health: 1616; Armor: 115; MR: 0; Gold: 6630
Health: 1617; Armor: 116; MR: 0; Gold: 6640
Health: 1619; Armor: 116; MR: 0; Gold: 6650
Health: 1621; Armor: 116; MR: 0; Gold: 6660
Health: 1623; Armor: 116; MR: 0; Gold: 6670
Health: 1625; Armor: 116; MR: 0; Gold: 6680
Health: 1627; Armor: 117; MR: 0; Gold: 6690
Health: 1629; Armor: 117; MR: 0; Gold: 6700
Health: 1631; Armor: 117; MR: 0; Gold: 6710
Health: 1632; Armor: 117; MR: 0; Gold: 6720
Health: 1634; Armor: 118; MR: 0; Gold: 6730
Health: 1636; Armor: 118; MR: 0; Gold: 6740
Health: 1638; Armor: 118; MR: 0; Gold: 6750
Health: 1640; Armor: 119; MR: 0; Gold: 6760
Health: 1642; Armor: 119; MR: 0; Gold: 6770
Health: 1644; Armor: 119; MR: 0; Gold: 6780
Health: 1646; Armor: 119; MR: 0; Gold: 6790
Health: 1647; Armor: 120; MR: 0; Gold: 6800
Health: 1649; Armor: 120; MR: 0; Gold: 6810
Health: 1651; Armor: 120; MR: 0; Gold: 6820
Health: 1653; Armor: 120; MR: 0; Gold: 6830
Health: 1655; Armor: 121; MR: 0; Gold: 6840
Health: 1657; Armor: 121; MR: 0; Gold: 6850
Health: 1659; Armor: 121; MR: 0; Gold: 6860
Health: 1661; Armor: 121; MR: 0; Gold: 6870
Health: 1662; Armor: 122; MR: 0; Gold: 6880
Health: 1664; Armor: 122; MR: 0; Gold: 6890
Health: 1666; Armor: 122; MR: 0; Gold: 6900
Health: 1668; Armor: 122; MR: 0; Gold: 6910
Health: 1670; Armor: 122; MR: 0; Gold: 6920
Health: 1672; Armor: 123; MR: 0; Gold: 6930
Health: 1674; Armor: 123; MR: 0; Gold: 6940
Health: 1676; Armor: 123; MR: 0; Gold: 6950
Health: 1677; Armor: 123; MR: 0; Gold: 6960
Health: 1679; Armor: 124; MR: 0; Gold: 6970
Health: 1681; Armor: 124; MR: 0; Gold: 6980
Health: 1683; Armor: 124; MR: 0; Gold: 6990
Health: 1685; Armor: 125; MR: 0; Gold: 7000
Health: 1687; Armor: 125; MR: 0; Gold: 7010
Health: 1689; Armor: 125; MR: 0; Gold: 7020
Health: 1691; Armor: 125; MR: 0; Gold: 7030
Health: 1692; Armor: 125; MR: 0; Gold: 7040
Health: 1694; Armor: 126; MR: 0; Gold: 7050
Health: 1696; Armor: 126; MR: 0; Gold: 7060
Health: 1698; Armor: 126; MR: 0; Gold: 7070
Health: 1700; Armor: 126; MR: 0; Gold: 7080
Health: 1702; Armor: 127; MR: 0; Gold: 7090
Health: 1704; Armor: 127; MR: 0; Gold: 7100
Health: 1706; Armor: 127; MR: 0; Gold: 7110
Health: 1707; Armor: 128; MR: 0; Gold: 7120
Health: 1709; Armor: 128; MR: 0; Gold: 7130
Health: 1711; Armor: 128; MR: 0; Gold: 7140
Health: 1713; Armor: 128; MR: 0; Gold: 7150
Health: 1715; Armor: 128; MR: 0; Gold: 7160
Health: 1717; Armor: 129; MR: 0; Gold: 7170
Health: 1719; Armor: 129; MR: 0; Gold: 7180
Health: 1720; Armor: 129; MR: 0; Gold: 7190
Health: 1722; Armor: 130; MR: 0; Gold: 7200
Health: 1724; Armor: 130; MR: 0; Gold: 7210
Health: 1726; Armor: 130; MR: 0; Gold: 7220
Health: 1728; Armor: 130; MR: 0; Gold: 7230
Health: 1730; Armor: 130; MR: 0; Gold: 7240
Health: 1732; Armor: 131; MR: 0; Gold: 7250
Health: 1734; Armor: 131; MR: 0; Gold: 7260
Health: 1735; Armor: 131; MR: 0; Gold: 7270
Health: 1737; Armor: 131; MR: 0; Gold: 7280
Health: 1739; Armor: 132; MR: 0; Gold: 7290
Health: 1741; Armor: 132; MR: 0; Gold: 7300
Health: 1743; Armor: 132; MR: 0; Gold: 7310
Health: 1745; Armor: 132; MR: 0; Gold: 7320
Health: 1747; Armor: 133; MR: 0; Gold: 7330
Health: 1749; Armor: 133; MR: 0; Gold: 7340
Health: 1750; Armor: 133; MR: 0; Gold: 7350
Health: 1752; Armor: 133; MR: 0; Gold: 7360
Health: 1754; Armor: 134; MR: 0; Gold: 7370
Health: 1756; Armor: 134; MR: 0; Gold: 7380
Health: 1758; Armor: 134; MR: 0; Gold: 7390
Health: 1760; Armor: 134; MR: 0; Gold: 7400
Health: 1762; Armor: 135; MR: 0; Gold: 7410
Health: 1764; Armor: 135; MR: 0; Gold: 7420
Health: 1765; Armor: 135; MR: 0; Gold: 7430
Health: 1767; Armor: 136; MR: 0; Gold: 7440
Health: 1769; Armor: 136; MR: 0; Gold: 7450
Health: 1771; Armor: 136; MR: 0; Gold: 7460
Health: 1773; Armor: 136; MR: 0; Gold: 7470
Health: 1775; Armor: 136; MR: 0; Gold: 7480
Health: 1777; Armor: 137; MR: 0; Gold: 7490
Health: 1779; Armor: 137; MR: 0; Gold: 7500
Health: 1780; Armor: 137; MR: 0; Gold: 7510
Health: 1782; Armor: 138; MR: 0; Gold: 7520
Health: 1784; Armor: 138; MR: 0; Gold: 7530
Health: 1786; Armor: 138; MR: 0; Gold: 7540
Health: 1788; Armor: 138; MR: 0; Gold: 7550
Health: 1790; Armor: 138; MR: 0; Gold: 7560
Health: 1792; Armor: 139; MR: 0; Gold: 7570
Health: 1794; Armor: 139; MR: 0; Gold: 7580
Health: 1795; Armor: 139; MR: 0; Gold: 7590
Health: 1797; Armor: 139; MR: 0; Gold: 7600
Health: 1799; Armor: 140; MR: 0; Gold: 7610
Health: 1801; Armor: 140; MR: 0; Gold: 7620
Health: 1803; Armor: 140; MR: 0; Gold: 7630
Health: 1805; Armor: 141; MR: 0; Gold: 7640
Health: 1807; Armor: 141; MR: 0; Gold: 7650
Health: 1808; Armor: 141; MR: 0; Gold: 7660
Health: 1810; Armor: 141; MR: 0; Gold: 7670
Health: 1812; Armor: 141; MR: 0; Gold: 7680
Health: 1814; Armor: 142; MR: 0; Gold: 7690
Health: 1816; Armor: 142; MR: 0; Gold: 7700
Health: 1818; Armor: 142; MR: 0; Gold: 7710
Health: 1820; Armor: 142; MR: 0; Gold: 7720
Health: 1822; Armor: 143; MR: 0; Gold: 7730
Health: 1823; Armor: 143; MR: 0; Gold: 7740
Health: 1825; Armor: 143; MR: 0; Gold: 7750
Health: 1827; Armor: 144; MR: 0; Gold: 7760
Health: 1829; Armor: 144; MR: 0; Gold: 7770
Health: 1831; Armor: 144; MR: 0; Gold: 7780
Health: 1833; Armor: 144; MR: 0; Gold: 7790
Health: 1835; Armor: 144; MR: 0; Gold: 7800
Health: 1837; Armor: 145; MR: 0; Gold: 7810
Health: 1838; Armor: 145; MR: 0; Gold: 7820
Health: 1840; Armor: 145; MR: 0; Gold: 7830
Health: 1842; Armor: 145; MR: 0; Gold: 7840
Health: 1844; Armor: 146; MR: 0; Gold: 7850
Health: 1846; Armor: 146; MR: 0; Gold: 7860
Health: 1848; Armor: 146; MR: 0; Gold: 7870
Health: 1850; Armor: 146; MR: 0; Gold: 7880
Health: 1852; Armor: 147; MR: 0; Gold: 7890
Health: 1853; Armor: 147; MR: 0; Gold: 7900
Health: 1855; Armor: 147; MR: 0; Gold: 7910
Health: 1857; Armor: 148; MR: 0; Gold: 7920
Health: 1859; Armor: 148; MR: 0; Gold: 7930
Health: 1861; Armor: 148; MR: 0; Gold: 7940
Health: 1863; Armor: 148; MR: 0; Gold: 7950
Health: 1865; Armor: 148; MR: 0; Gold: 7960
Health: 1867; Armor: 149; MR: 0; Gold: 7970
Health: 1868; Armor: 149; MR: 0; Gold: 7980
Health: 1870; Armor: 149; MR: 0; Gold: 7990
Health: 1872; Armor: 150; MR: 0; Gold: 8000
Health: 1874; Armor: 150; MR: 0; Gold: 8010
Health: 1876; Armor: 150; MR: 0; Gold: 8020
Health: 1878; Armor: 150; MR: 0; Gold: 8030
Health: 1880; Armor: 151; MR: 0; Gold: 8040
Health: 1882; Armor: 151; MR: 0; Gold: 8050
Health: 1883; Armor: 151; MR: 0; Gold: 8060
Health: 1885; Armor: 151; MR: 0; Gold: 8070
Health: 1887; Armor: 152; MR: 0; Gold: 8080
Health: 1889; Armor: 152; MR: 0; Gold: 8090
Health: 1891; Armor: 152; MR: 0; Gold: 8100
Health: 1893; Armor: 152; MR: 0; Gold: 8110
Health: 1895; Armor: 152; MR: 0; Gold: 8120
Health: 1897; Armor: 153; MR: 0; Gold: 8130
Health: 1898; Armor: 153; MR: 0; Gold: 8140
Health: 1900; Armor: 153; MR: 0; Gold: 8150
Health: 1902; Armor: 153; MR: 0; Gold: 8160
Health: 1904; Armor: 154; MR: 0; Gold: 8170
Health: 1906; Armor: 154; MR: 0; Gold: 8180
Health: 1908; Armor: 154; MR: 0; Gold: 8190
Health: 1910; Armor: 155; MR: 0; Gold: 8200
Health: 1911; Armor: 155; MR: 0; Gold: 8210
Health: 1913; Armor: 155; MR: 0; Gold: 8220
Health: 1915; Armor: 155; MR: 0; Gold: 8230
Health: 1917; Armor: 156; MR: 0; Gold: 8240
Health: 1919; Armor: 156; MR: 0; Gold: 8250
Health: 1921; Armor: 156; MR: 0; Gold: 8260
Health: 1923; Armor: 156; MR: 0; Gold: 8270
Health: 1925; Armor: 157; MR: 0; Gold: 8280
Health: 1926; Armor: 157; MR: 0; Gold: 8290
Health: 1928; Armor: 157; MR: 0; Gold: 8300
Health: 1930; Armor: 157; MR: 0; Gold: 8310
Health: 1932; Armor: 157; MR: 0; Gold: 8320
Health: 1934; Armor: 158; MR: 0; Gold: 8330
Health: 1936; Armor: 158; MR: 0; Gold: 8340
Health: 1938; Armor: 158; MR: 0; Gold: 8350
Health: 1940; Armor: 158; MR: 0; Gold: 8360
Health: 1941; Armor: 159; MR: 0; Gold: 8370
Health: 1943; Armor: 159; MR: 0; Gold: 8380
Health: 1945; Armor: 159; MR: 0; Gold: 8390
Health: 1947; Armor: 159; MR: 0; Gold: 8400
Health: 1949; Armor: 160; MR: 0; Gold: 8410
Health: 1951; Armor: 160; MR: 0; Gold: 8420
Health: 1953; Armor: 160; MR: 0; Gold: 8430
Health: 1955; Armor: 160; MR: 0; Gold: 8440
Health: 1956; Armor: 161; MR: 0; Gold: 8450
Health: 1958; Armor: 161; MR: 0; Gold: 8460
Health: 1960; Armor: 161; MR: 0; Gold: 8470
Health: 1962; Armor: 162; MR: 0; Gold: 8480
Health: 1964; Armor: 162; MR: 0; Gold: 8490
Health: 1966; Armor: 162; MR: 0; Gold: 8500
Health: 1968; Armor: 162; MR: 0; Gold: 8510
Health: 1970; Armor: 163; MR: 0; Gold: 8520
Health: 1971; Armor: 163; MR: 0; Gold: 8530
Health: 1973; Armor: 163; MR: 0; Gold: 8540
Health: 1975; Armor: 163; MR: 0; Gold: 8550
Health: 1977; Armor: 163; MR: 0; Gold: 8560
Health: 1979; Armor: 164; MR: 0; Gold: 8570
Health: 1981; Armor: 164; MR: 0; Gold: 8580
Health: 1983; Armor: 164; MR: 0; Gold: 8590
Health: 1985; Armor: 164; MR: 0; Gold: 8600
Health: 1986; Armor: 165; MR: 0; Gold: 8610
Health: 1988; Armor: 165; MR: 0; Gold: 8620
Health: 1990; Armor: 165; MR: 0; Gold: 8630
Health: 1992; Armor: 165; MR: 0; Gold: 8640
Health: 1994; Armor: 166; MR: 0; Gold: 8650
Health: 1996; Armor: 166; MR: 0; Gold: 8660
Health: 1998; Armor: 166; MR: 0; Gold: 8670
