Health: 207; Armor: 0; MR: 1; Gold: 580
Health: 1417; Armor: 0; MR: 42; Gold: 4550
Health: 1419; Armor: 0; MR: 42; Gold: 4560
Health: 1422; Armor: 0; MR: 42; Gold: 4570
Health: 1424; Armor: 0; MR: 43; Gold: 4580
Health: 1427; Armor: 0; MR: 43; Gold: 4590
Health: 1429; Armor: 0; MR: 43; Gold: 4600
Health: 1432; Armor: 0; MR: 43; Gold: 4610
Health: 1434; Armor: 0; MR: 43; Gold: 4620
Health: 1437; Armor: 0; MR: 44; Gold: 4630
Health: 1439; Armor: 0; MR: 44; Gold: 4640
Health: 1442; Armor: 0; MR: 44; Gold: 4650
Health: 1444; Armor: 0; MR: 44; Gold: 4660
Health: 1447; Armor: 0; MR: 44; Gold: 4670
Health: 1449; Armor: 0; MR: 44; Gold: 4680
Health: 1452; Armor: 0; MR: 45; Gold: 4690
Health: 1454; Armor: 0; MR: 45; Gold: 4700
Health: 1457; Armor: 0; MR: 45; Gold: 4710
Health: 1459; Armor: 0; MR: 45; Gold: 4720
Health: 1462; Armor: 0; MR: 45; Gold: 4730
Health: 1464; Armor: 0; MR: 46; Gold: 4740
Health: 1467; Armor: 0; MR: 46; Gold: 4750
Health: 1469; Armor: 0; MR: 46; Gold: 4760
Health: 1471; Armor: 0; MR: 46; Gold: 4770
Health: 1474; Armor: 0; MR: 46; Gold: 4780
Health: 1476; Armor: 0; MR: 47; Gold: 4790
Health: 1479; Armor: 0; MR: 47; Gold: 4800
Health: 1481; Armor: 0; MR: 47; Gold: 4810
Health: 1484; Armor: 0; MR: 47; Gold: 4820
Health: 1486; Armor: 0; MR: 47; Gold: 4830
Health: 1489; Armor: 0; MR: 47; Gold: 4840
Health: 1491; Armor: 0; MR: 48; Gold: 4850
Health: 1494; Armor: 0; MR: 48; Gold: 4860
Health: 1496; Armor: 0; MR: 48; Gold: 4870
Health: 1499; Armor: 0; MR: 48; Gold: 4880
Health: 1501; Armor: 0; MR: 48; Gold: 4890
Health: 1504; Armor: 0; MR: 49; Gold: 4900
Health: 1506; Armor: 0; MR: 49; Gold: 4910
Health: 1509; Armor: 0; MR: 49; Gold: 4920
Health: 1511; Armor: 0; MR: 49; Gold: 4930
Health: 1514; Armor: 0; MR: 49; Gold: 4940
Health: 1516; Armor: 0; MR: 50; Gold: 4950
Health: 1519; Armor: 0; MR: 50; Gold: 4960
Health: 1521; Armor: 0; MR: 50; Gold: 4970
Health: 1524; Armor: 0; MR: 50; Gold: 4980
Health: 1526; Armor: 0; MR: 50; Gold: 4990
Health: 1529; Armor: 0; MR: 50; Gold: 5000
Health: 1531; Armor: 0; MR: 51; Gold: 5010
Health: 1534; Armor: 0; MR: 51; Gold: 5020
Health: 1536; Armor: 0; MR: 51; Gold: 5030
Health: 1539; Armor: 0; MR: 51; Gold: 5040
Health: 1541; Armor: 0; MR: 51; Gold: 5050
Health: 1544; Armor: 0; MR: 52; Gold: 5060
Health: 1546; Armor: 0; MR: 52; Gold: 5070
Health: 1549; Armor: 0; MR: 52; Gold: 5080
Health: 1551; Armor: 0; MR: 52; Gold: 5090
Health: 1554; Armor: 0; MR: 52; Gold: 5100
Health: 1556; Armor: 0; MR: 52; Gold: 5110
Health: 1559; Armor: 0; MR: 53; Gold: 5120
Health: 1561; Armor: 0; MR: 53; Gold: 5130
Health: 1564; Armor: 0; MR: 53; Gold: 5140
Health: 1566; Armor: 0; MR: 53; Gold: 5150
Health: 1569; Armor: 0; MR: 53; Gold: 5160
Health: 1571; Armor: 0; MR: 54; Gold: 5170
Health: 1574; Armor: 0; MR: 54; Gold: 5180
Health: 1576; Armor: 0; MR: 54; Gold: 5190
Health: 1579; Armor: 0; MR: 54; Gold: 5200
Health: 1581; Armor: 0; MR: 54; Gold: 5210
Health: 1584; Armor: 0; MR: 54; Gold: 5220
Health: 1586; Armor: 0; MR: 55; Gold: 5230
Health: 1589; Armor: 0; MR: 55; Gold: 5240
Health: 1591; Armor: 0; MR: 55; Gold: 5250
Health: 1594; Armor: 0; MR: 55; Gold: 5260
Health: 1597; Armor: 0; MR: 55; Gold: 5270
Health: 1599; Armor: 0; MR: 56; Gold: 5280
Health: 1602; Armor: 0; MR: 56; Gold: 5290
Health: 1604; Armor: 0; MR: 56; Gold: 5300
Health: 1607; Armor: 0; MR: 56; Gold: 5310
Health: 1609; Armor: 0; MR: 56; Gold: 5320
Health: 1612; Armor: 0; MR: 56; Gold: 5330
Health: 1614; Armor: 0; MR: 57; Gold: 5340
Health: 1617; Armor: 0; MR: 57; Gold: 5350
Health: 1619; Armor: 0; MR: 57; Gold: 5360
Health: 1622; Armor: 0; MR: 57; Gold: 5370
Health: 1624; Armor: 0; MR: 57; Gold: 5380
Health: 1627; Armor: 0; MR: 58; Gold: 5390
Health: 1629; Armor: 0; MR: 58; Gold: 5400
Health: 1632; Armor: 0; MR: 58; Gold: 5410
Health: 1634; Armor: 0; MR: 58; Gold: 5420
Health: 1637; Armor: 0; MR: 58; Gold: 5430
Health: 1639; Armor: 0; MR: 58; Gold: 5440
Health: 1642; Armor: 0; MR: 59; Gold: 5450
Health: 1644; Armor: 0; MR: 59; Gold: 5460
Health: 1647; Armor: 0; MR: 59; Gold: 5470
Health: 1649; Armor: 0; MR: 59; Gold: 5480
Health: 1652; Armor: 0; MR: 59; Gold: 5490
Health: 1654; Armor: 0; MR: 60; Gold: 5500
Health: 1657; Armor: 0; MR: 60; Gold: 5510
Health: 1659; Armor: 0; MR: 60; Gold: 5520
Health: 1662; Armor: 0; MR: 60; Gold: 5530
Health: 1665; Armor: 0; MR: 60; Gold: 5540
Health: 1667; Armor: 0; MR: 60; Gold: 5550
Health: 1670; Armor: 0; MR: 61; Gold: 5560
Health: 1672; Armor: 0; MR: 61; Gold: 5570
Health: 1675; Armor: 0; MR: 61; Gold: 5580
Health: 1677; Armor: 0; MR: 61; Gold: 5590
Health: 1680; Armor: 0; MR: 61; Gold: 5600
Health: 1682; Armor: 0; MR: 62; Gold: 5610
Health: 1685; Armor: 0; MR: 62; Gold: 5620
Health: 1687; Armor: 0; MR: 62; Gold: 5630
Health: 1690; Armor: 0; MR: 62; Gold: 5640
Health: 1692; Armor: 0; MR: 62; Gold: 5650
Health: 1695; Armor: 0; MR: 62; Gold: 5660
Health: 1697; Armor: 0; MR: 63; Gold: 5670
Health: 1700; Armor: 0; MR: 63; Gold: 5680
Health: 1702; Armor: 0; MR: 63; Gold: 5690
Health: 1705; Armor: 0; MR: 63; Gold: 5700
Health: 1708; Armor: 0; MR: 63; Gold: 5710
Health: 1710; Armor: 0; MR: 64; Gold: 5720
Health: 1713; Armor: 0; MR: 64; Gold: 5730
Health: 1715; Armor: 0; MR: 64; Gold: 5740
Health: 1718; Armor: 0; MR: 64; Gold: 5750
Health: 1720; Armor: 0; MR: 64; Gold: 5760
Health: 1723; Armor: 0; MR: 64; Gold: 5770
Health: 1725; Armor: 0; MR: 65; Gold: 5780
Health: 1728; Armor: 0; MR: 65; Gold: 5790
Health: 1730; Armor: 0; MR: 65; Gold: 5800
Health: 1733; Armor: 0; MR: 65; Gold: 5810
Health: 1735; Armor: 0; MR: 65; Gold: 5820
Health: 1738; Armor: 0; MR: 66; Gold: 5830
Health: 1741; Armor: 0; MR: 66; Gold: 5840
Health: 1743; Armor: 0; MR: 66; Gold: 5850
Health: 1746; Armor: 0; MR: 66; Gold: 5860
Health: 1748; Armor: 0; MR: 66; Gold: 5870
Health: 1751; Armor: 0; MR: 66; Gold: 5880
Health: 1753; Armor: 0; MR: 67; Gold: 5890
Health: 1756; Armor: 0; MR: 67; Gold: 5900
Health: 1758; Armor: 0; MR: 67; Gold: 5910
Health: 1761; Armor: 0; MR: 67; Gold: 5920
Health: 1763; Armor: 0; MR: 67; Gold: 5930
Health: 1766; Armor: 0; MR: 67; Gold: 5940
Health: 1769; Armor: 0; MR: 68; Gold: 5950
Health: 1771; Armor: 0; MR: 68; Gold: 5960
Health: 1774; Armor: 0; MR: 68; Gold: 5970
Health: 1776; Armor: 0; MR: 68; Gold: 5980
Health: 1779; Armor: 0; MR: 68; Gold: 5990
Health: 1781; Armor: 0; MR: 69; Gold: 6000
Health: 1784; Armor: 0; MR: 69; Gold: 6010
Health: 1786; Armor: 0; MR: 69; Gold: 6020
Health: 1789; Armor: 0; MR: 69; Gold: 6030
Health: 1791; Armor: 0; MR: 69; Gold: 6040
Health: 1794; Armor: 0; MR: 69; Gold: 6050
Health: 1797; Armor: 0; MR: 70; Gold: 6060
Health: 1799; Armor: 0; MR: 70; Gold: 6070
Health: 1802; Armor: 0; MR: 70; Gold: 6080
Health: 1804; Armor: 0; MR: 70; Gold: 6090
Health: 1807; Armor: 0; MR: 70; Gold: 6100
Health: 1809; Armor: 0; MR: 70; Gold: 6110
Health: 1812; Armor: 0; MR: 71; Gold: 6120
Health: 1814; Armor: 0; MR: 71; Gold: 6130
Health: 1817; Armor: 0; MR: 71; Gold: 6140
Health: 1820; Armor: 0; MR: 71; Gold: 6150
Health: 1822; Armor: 0; MR: 71; Gold: 6160
Health: 1825; Armor: 0; MR: 72; Gold: 6170
Health: 1827; Armor: 0; MR: 72; Gold: 6180
Health: 1830; Armor: 0; MR: 72; Gold: 6190
Health: 1832; Armor: 0; MR: 72; Gold: 6200
Health: 1835; Armor: 0; MR: 72; Gold: 6210
Health: 1837; Armor: 0; MR: 72; Gold: 6220
Health: 1840; Armor: 0; MR: 73; Gold: 6230
Health: 1843; Armor: 0; MR: 73; Gold: 6240
Health: 1845; Armor: 0; MR: 73; Gold: 6250
Health: 1848; Armor: 0; MR: 73; Gold: 6260
Health: 1850; Armor: 0; MR: 73; Gold: 6270
Health: 1853; Armor: 0; MR: 73; Gold: 6280
Health: 1855; Armor: 0; MR: 74; Gold: 6290
Health: 1858; Armor: 0; MR: 74; Gold: 6300
Health: 1860; Armor: 0; MR: 74; Gold: 6310
Health: 1863; Armor: 0; MR: 74; Gold: 6320
Health: 1866; Armor: 0; MR: 74; Gold: 6330
Health: 1868; Armor: 0; MR: 75; Gold: 6340
Health: 1871; Armor: 0; MR: 75; Gold: 6350
Health: 1873; Armor: 0; MR: 75; Gold: 6360
Health: 1876; Armor: 0; MR: 75; Gold: 6370
Health: 1878; Armor: 0; MR: 75; Gold: 6380
Health: 1881; Armor: 0; MR: 75; Gold: 6390
Health: 1884; Armor: 0; MR: 76; Gold: 6400
Health: 1886; Armor: 0; MR: 76; Gold: 6410
Health: 1889; Armor: 0; MR: 76; Gold: 6420
Health: 1891; Armor: 0; MR: 76; Gold: 6430
Health: 1894; Armor: 0; MR: 76; Gold: 6440
Health: 1896; Armor: 0; MR: 76; Gold: 6450
Health: 1899; Armor: 0; MR: 77; Gold: 6460
Health: 1901; Armor: 0; MR: 77; Gold: 6470
Health: 1904; Armor: 0; MR: 77; Gold: 6480
Health: 1907; Armor: 0; MR: 77; Gold: 6490
Health: 1909; Armor: 0; MR: 77; Gold: 6500
Health: 1912; Armor: 0; MR: 78; Gold: 6510
Health: 1914; Armor: 0; MR: 78; Gold: 6520
Health: 1917; Armor: 0; MR: 78; Gold: 6530
Health: 1919; Armor: 0; MR: 78; Gold: 6540
Health: 1922; Armor: 0; MR: 78; Gold: 6550
Health: 1925; Armor: 0; MR: 78; Gold: 6560
Health: 1927; Armor: 0; MR: 79; Gold: 6570
Health: 1930; Armor: 0; MR: 79; Gold: 6580
Health: 1932; Armor: 0; MR: 79; Gold: 6590
Health: 1935; Armor: 0; MR: 79; Gold: 6600
Health: 1937; Armor: 0; MR: 79; Gold: 6610
Health: 1940; Armor: 0; MR: 79; Gold: 6620
Health: 1943; Armor: 0; MR: 80; Gold: 6630
Health: 1945; Armor: 0; MR: 80; Gold: 6640
Health: 1948; Armor: 0; MR: 80; Gold: 6650
Health: 1950; Armor: 0; MR: 80; Gold: 6660
Health: 1953; Armor: 0; MR: 80; Gold: 6670
Health: 1955; Armor: 0; MR: 80; Gold: 6680
Health: 1958; Armor: 0; MR: 81; Gold: 6690
Health: 1961; Armor: 0; MR: 81; Gold: 6700
Health: 1963; Armor: 0; MR: 81; Gold: 6710
Health: 1966; Armor: 0; MR: 81; Gold: 6720
Health: 1968; Armor: 0; MR: 81; Gold: 6730
Health: 1971; Armor: 0; MR: 82; Gold: 6740
Health: 1974; Armor: 0; MR: 82; Gold: 6750
Health: 1976; Armor: 0; MR: 82; Gold: 6760
Health: 1979; Armor: 0; MR: 82; Gold: 6770
Health: 1981; Armor: 0; MR: 82; Gold: 6780
Health: 1983; Armor: 0; MR: 82; Gold: 6790
Health: 1985; Armor: 0; MR: 83; Gold: 6800
Health: 1986; Armor: 0; MR: 83; Gold: 6810
Health: 1988; Armor: 0; MR: 83; Gold: 6820
Health: 1990; Armor: 0; MR: 83; Gold: 6830
Health: 1992; Armor: 0; MR: 83; Gold: 6840
Health: 1994; Armor: 0; MR: 83; Gold: 6850
Health: 1996; Armor: 0; MR: 84; Gold: 6860
Health: 1998; Armor: 0; MR: 84; Gold: 6870
Health: 1999; Armor: 1; MR: 84; Gold: 6880
Health: 2001; Armor: 1; MR: 84; Gold: 6890
Health: 2003; Armor: 1; MR: 84; Gold: 6900
Health: 2005; Armor: 1; MR: 84; Gold: 6910
Health: 2007; Armor: 1; MR: 85; Gold: 6920
Health: 2009; Armor: 1; MR: 85; Gold: 6930
Health: 2011; Armor: 1; MR: 85; Gold: 6940
Health: 2013; Armor: 1; MR: 85; Gold: 6950
Health: 2014; Armor: 1; MR: 85; Gold: 6960
Health: 2016; Armor: 1; MR: 85; Gold: 6970
Health: 2018; Armor: 1; MR: 86; Gold: 6980
Health: 2020; Armor: 2; MR: 86; Gold: 6990
Health: 2022; Armor: 2; MR: 86; Gold: 7000
Health: 2024; Armor: 2; MR: 86; Gold: 7010
Health: 2026; Armor: 2; MR: 86; Gold: 7020
Health: 2028; Armor: 2; MR: 87; Gold: 7030
Health: 2029; Armor: 2; MR: 87; Gold: 7040
Health: 2031; Armor: 2; MR: 87; Gold: 7050
Health: 2033; Armor: 2; MR: 87; Gold: 7060
Health: 2035; Armor: 2; MR: 87; Gold: 7070
Health: 2037; Armor: 2; MR: 87; Gold: 7080
Health: 2039; Armor: 3; MR: 88; Gold: 7090
Health: 2041; Armor: 3; MR: 88; Gold: 7100
Health: 2043; Armor: 3; MR: 88; Gold: 7110
Health: 2044; Armor: 3; MR: 88; Gold: 7120
Health: 2046; Armor: 3; MR: 88; Gold: 7130
Health: 2048; Armor: 3; MR: 88; Gold: 7140
Health: 2050; Armor: 3; MR: 89; Gold: 7150
Health: 2052; Armor: 3; MR: 89; Gold: 7160
Health: 2054; Armor: 3; MR: 89; Gold: 7170
Health: 2056; Armor: 3; MR: 89; Gold: 7180
Health: 2058; Armor: 3; MR: 89; Gold: 7190
Health: 2059; Armor: 4; MR: 89; Gold: 7200
Health: 2061; Armor: 4; MR: 90; Gold: 7210
Health: 2063; Armor: 4; MR: 90; Gold: 7220
Health: 2065; Armor: 4; MR: 90; Gold: 7230
Health: 2067; Armor: 4; MR: 90; Gold: 7240
Health: 2069; Armor: 4; MR: 90; Gold: 7250
Health: 2071; Armor: 4; MR: 90; Gold: 7260
Health: 2073; Armor: 4; MR: 91; Gold: 7270
Health: 2074; Armor: 4; MR: 91; Gold: 7280
Health: 2076; Armor: 4; MR: 91; Gold: 7290
Health: 2078; Armor: 4; MR: 91; Gold: 7300
Health: 2080; Armor: 5; MR: 91; Gold: 7310
Health: 2082; Armor: 5; MR: 92; Gold: 7320
Health: 2084; Armor: 5; MR: 92; Gold: 7330
Health: 2086; Armor: 5; MR: 92; Gold: 7340
Health: 2088; Armor: 5; MR: 92; Gold: 7350
Health: 2089; Armor: 5; MR: 92; Gold: 7360
Health: 2091; Armor: 5; MR: 92; Gold: 7370
Health: 2093; Armor: 5; MR: 93; Gold: 7380
Health: 2095; Armor: 5; MR: 93; Gold: 7390
Health: 2097; Armor: 5; MR: 93; Gold: 7400
Health: 2099; Armor: 6; MR: 93; Gold: 7410
Health: 2101; Armor: 6; MR: 93; Gold: 7420
Health: 2102; Armor: 6; MR: 93; Gold: 7430
Health: 2104; Armor: 6; MR: 94; Gold: 7440
Health: 2106; Armor: 6; MR: 94; Gold: 7450
Health: 2108; Armor: 6; MR: 94; Gold: 7460
Health: 2110; Armor: 6; MR: 94; Gold: 7470
Health: 2112; Armor: 6; MR: 94; Gold: 7480
Health: 2114; Armor: 6; MR: 94; Gold: 7490
Health: 2116; Armor: 6; MR: 95; Gold: 7500
Health: 2117; Armor: 6; MR: 95; Gold: 7510
Health: 2119; Armor: 7; MR: 95; Gold: 7520
Health: 2121; Armor: 7; MR: 95; Gold: 7530
Health: 2123; Armor: 7; MR: 95; Gold: 7540
Health: 2125; Armor: 7; MR: 95; Gold: 7550
Health: 2127; Armor: 7; MR: 96; Gold: 7560
Health: 2129; Armor: 7; MR: 96; Gold: 7570
Health: 2131; Armor: 7; MR: 96; Gold: 7580
Health: 2132; Armor: 7; MR: 96; Gold: 7590
Health: 2134; Armor: 7; MR: 96; Gold: 7600
Health: 2136; Armor: 7; MR: 97; Gold: 7610
Health: 2138; Armor: 8; MR: 97; Gold: 7620
